Currency,Date,Open,High,Low,Close
="JPY",="10/01/2014",="104.82",="105.34",="103.83",="104.18",
="JPY",="09/01/2014",="104.86",="105.06",="104.58",="104.82",
="JPY",="08/01/2014",="104.6",="105.12",="104.59",="104.86",
="JPY",="07/01/2014",="104.22",="104.74",="104.17",="104.6",
="JPY",="06/01/2014",="104.88",="104.95",="103.91",="104.22",
="JPY",="03/01/2014",="104.81",="104.89",="104.08",="104.86",
="JPY",="02/01/2014",="105.25",="105.44",="104.55",="104.81",
="JPY",="01/01/2014",="105.31",="105.43",="104.99",="105.25",
="JPY",="31/12/2013",="105.15",="105.36",="104.87",="105.31",
="JPY",="30/12/2013",="105.13",="105.41",="104.98",="105.15",
="JPY",="27/12/2013",="104.81",="105.19",="104.65",="105.17",
="JPY",="26/12/2013",="104.38",="104.84",="104.37",="104.81",
="JPY",="24/12/2013",="104.25",="104.5",="104.25",="104.38",
="JPY",="23/12/2013",="104.1",="104.15",="103.77",="104.11",
="JPY",="20/12/2013",="104.25",="104.64",="103.86",="104.1",
="JPY",="19/12/2013",="104.29",="104.37",="103.78",="104.25",
="JPY",="18/12/2013",="102.67",="104.36",="102.57",="104.29",
="JPY",="17/12/2013",="103.02",="103.11",="102.5",="102.67",
="JPY",="16/12/2013",="103.21",="103.33",="102.65",="103.02",
="JPY",="13/12/2013",="103.38",="103.92",="102.99",="103.21",
="JPY",="12/12/2013",="102.42",="103.43",="102.39",="103.38",
="JPY",="11/12/2013",="102.85",="102.95",="102.16",="102.42",
="JPY",="10/12/2013",="103.27",="103.39",="102.58",="102.85",
="JPY",="09/12/2013",="102.59",="103.33",="102.55",="103.27",
="JPY",="06/12/2013",="101.79",="102.96",="101.64",="102.91",
="JPY",="05/12/2013",="102.36",="102.44",="101.63",="101.79",
="JPY",="04/12/2013",="102.51",="102.84",="101.82",="102.36",
="JPY",="03/12/2013",="102.94",="103.38",="101.98",="102.51",
="JPY",="02/12/2013",="102.45",="103.13",="102.23",="102.94",
="JPY",="29/11/2013",="102.33",="102.61",="102.12",="102.44",
="JPY",="28/11/2013",="102.16",="102.37",="101.94",="102.33",
="JPY",="27/11/2013",="101.28",="102.19",="101.18",="102.16",
="JPY",="26/11/2013",="101.67",="101.73",="101.15",="101.28",
="JPY",="25/11/2013",="101.26",="101.92",="101.14",="101.67",
="JPY",="22/11/2013",="101.16",="101.35",="100.96",="101.27",
="JPY",="21/11/2013",="100.03",="101.16",="100.01",="101.16",
="JPY",="20/11/2013",="100.14",="100.24",="99.79",="100.03",
="JPY",="19/11/2013",="99.99",="100.26",="99.57",="100.14",
="JPY",="18/11/2013",="100.18",="100.39",="99.79",="99.99",
="JPY",="14/11/2013",="100.01",="100.44",="99.94",="100.19",
="JPY",="13/11/2013",="99.64",="99.67",="99.11",="99.25",
="JPY",="12/11/2013",="99.16",="99.8",="99.11",="99.64",
="JPY",="11/11/2013",="99.17",="99.3",="98.93",="99.16",
="JPY",="08/11/2013",="98.09",="99.22",="97.98",="99.05",
="JPY",="07/11/2013",="98.66",="99.41",="97.62",="98.09",
="JPY",="06/11/2013",="98.5",="98.76",="98.41",="98.66",
="JPY",="05/11/2013",="98.6",="98.68",="98.17",="98.5",
="JPY",="01/11/2013",="98.72",="98.85",="98.54",="98.6",
="JPY",="31/10/2013",="98.51",="98.57",="98.09",="98.36",
="JPY",="30/10/2013",="98.19",="98.68",="98.06",="98.51",
="JPY",="29/10/2013",="97.68",="98.28",="97.46",="98.19",
="JPY",="28/10/2013",="97.48",="97.79",="97.45",="97.68",
="JPY",="25/10/2013",="97.28",="97.49",="96.94",="97.42",
="JPY",="24/10/2013",="97.38",="97.62",="97.18",="97.28",
="JPY",="23/10/2013",="98.14",="98.19",="97.16",="97.38",
="JPY",="22/10/2013",="98.19",="98.48",="97.88",="98.14",
="JPY",="21/10/2013",="97.81",="98.24",="97.75",="98.19",
="JPY",="18/10/2013",="97.91",="98.16",="97.56",="97.72",
="JPY",="17/10/2013",="98.77",="99.01",="97.74",="97.91",
="JPY",="15/10/2013",="98.16",="98.97",="98.14",="98.77",
="JPY",="14/10/2013",="98.13",="98.59",="98.08",="98.57",
="JPY",="11/10/2013",="98.16",="98.6",="97.92",="98.58",
="JPY",="10/10/2013",="97.34",="98.27",="97.34",="98.16",
="JPY",="09/10/2013",="96.88",="97.64",="96.83",="97.34",
="JPY",="08/10/2013",="96.71",="97.25",="96.57",="96.88",
="JPY",="07/10/2013",="97.44",="97.44",="96.67",="96.71",
="JPY",="04/10/2013",="97.27",="97.49",="96.96",="97.48",
="JPY",="03/10/2013",="97.36",="97.87",="96.93",="97.27",
="JPY",="01/10/2013",="98",="98.09",="97.15",="97.36",
="JPY",="30/09/2013",="97.69",="98.46",="97.5",="98.27",
="JPY",="27/09/2013",="98.99",="99.04",="98.1",="98.24",
="JPY",="26/09/2013",="98.43",="99.13",="98.27",="98.99",
="JPY",="25/09/2013",="98.75",="98.82",="98.39",="98.43",
="JPY",="24/09/2013",="98.85",="99.18",="98.48",="98.75",
="JPY",="23/09/2013",="99.21",="99.36",="98.65",="98.85",
="JPY",="20/09/2013",="99.45",="99.67",="99.18",="99.36",
="JPY",="19/09/2013",="97.94",="99.62",="97.88",="99.45",
="JPY",="18/09/2013",="99.08",="99.38",="99.01",="99.13",
="JPY",="17/09/2013",="99.08",="99.38",="99.01",="99.13",
="JPY",="16/09/2013",="99.48",="99.52",="98.46",="99.08",
="JPY",="13/09/2013",="99.54",="99.98",="99.19",="99.38",
="JPY",="11/09/2013",="100.39",="100.61",="99.8",="99.89",
="JPY",="10/09/2013",="99.58",="100.47",="99.48",="100.39",
="JPY",="06/09/2013",="99.74",="100.2",="99.57",="100.11",
="JPY",="04/09/2013",="99.57",="99.81",="99.32",="99.74",
="JPY",="03/09/2013",="99.33",="99.86",="99.17",="99.57",
="JPY",="02/09/2013",="98.32",="99.43",="98.28",="99.33",
="JPY",="30/08/2013",="98.35",="98.48",="97.89",="98.17",
="JPY",="29/08/2013",="97.64",="98.52",="97.45",="98.35",
="JPY",="28/08/2013",="97.03",="97.84",="96.82",="97.64",
="JPY",="27/08/2013",="98.51",="98.54",="96.99",="97.03",
="JPY",="26/08/2013",="98.24",="98.85",="98.17",="98.51",
="JPY",="23/08/2013",="98.72",="99.15",="98.39",="98.72",
="JPY",="21/08/2013",="97.27",="97.98",="97.13",="97.68",
="JPY",="20/08/2013",="97.55",="97.86",="96.91",="97.27",
="JPY",="19/08/2013",="97.6",="98.13",="97.36",="97.55",
="JPY",="16/08/2013",="97.37",="97.77",="97.05",="97.53",
="JPY",="14/08/2013",="98.14",="98.65",="97.06",="97.37",
="JPY",="13/08/2013",="96.9",="98.34",="96.86",="98.2",
="JPY",="12/08/2013",="96.19",="96.94",="95.93",="96.9",
="JPY",="08/08/2013",="96.67",="96.97",="96.13",="96.21",
="JPY",="07/08/2013",="97.74",="97.82",="96.33",="96.33",
="JPY",="06/08/2013",="98.3",="98.59",="97.51",="97.74",
="JPY",="05/08/2013",="98.9",="99.15",="98.19",="98.3",
="JPY",="02/08/2013",="99.54",="99.95",="98.66",="98.94",
="JPY",="01/08/2013",="97.88",="99.57",="97.66",="99.54",
="JPY",="31/07/2013",="98.03",="98.54",="97.59",="97.88",
="JPY",="30/07/2013",="97.96",="98.46",="97.76",="98.03",
="JPY",="29/07/2013",="98.22",="98.35",="97.64",="97.96",
="JPY",="26/07/2013",="99.29",="99.41",="97.96",="98.21",
="JPY",="25/07/2013",="100.27",="100.46",="98.89",="99.29",
="JPY",="24/07/2013",="99.43",="100.44",="99.39",="100.27",
="JPY",="23/07/2013",="99.67",="100.18",="99.15",="99.43",
="JPY",="22/07/2013",="100.7",="100.73",="99.29",="99.67",
="JPY",="19/07/2013",="100.42",="100.87",="99.81",="100.65",
="JPY",="18/07/2013",="99.59",="100.66",="99.47",="100.43",
="JPY",="17/07/2013",="99.1",="99.95",="99.04",="99.59",
="JPY",="16/07/2013",="99.86",="100.07",="98.9",="99.1",
="JPY",="15/07/2013",="99.35",="100.48",="99.08",="99.86",
="JPY",="12/07/2013",="98.96",="99.7",="98.68",="99.22",
="JPY",="11/07/2013",="99.68",="99.91",="98.27",="98.96",
="JPY",="10/07/2013",="101.15",="101.22",="99.42",="99.68",
="JPY",="09/07/2013",="100.97",="101.3",="100.77",="101.15",
="JPY",="08/07/2013",="101.22",="101.53",="100.79",="100.97",
="JPY",="05/07/2013",="100.04",="101.23",="99.89",="101.2",
="JPY",="04/07/2013",="99.91",="100.16",="99.5",="100.04",
="JPY",="03/07/2013",="100.63",="100.86",="99.26",="99.91",
="JPY",="02/07/2013",="99.66",="100.73",="99.51",="100.63",
="JPY",="01/07/2013",="99.22",="99.86",="99.18",="99.66",
="JPY",="28/06/2013",="98.35",="99.45",="98.34",="99.14",
="JPY",="27/06/2013",="97.72",="98.57",="97.57",="98.35",
="JPY",="26/06/2013",="97.81",="98.24",="97.24",="97.72",
="JPY",="25/06/2013",="97.73",="98.06",="96.96",="97.81",
="JPY",="24/06/2013",="97.85",="98.7",="97.22",="97.73",
="JPY",="21/06/2013",="97.29",="98.13",="96.87",="97.9",
="JPY",="20/06/2013",="96.45",="98.29",="96.21",="97.28",
="JPY",="19/06/2013",="95.33",="97.03",="94.84",="96.45",
="JPY",="18/06/2013",="94.51",="95.77",="94.44",="95.33",
="JPY",="17/06/2013",="94.27",="95.22",="94.09",="94.51",
="JPY",="14/06/2013",="95.37",="95.81",="93.98",="94.31",
="JPY",="13/06/2013",="96.02",="96.1",="93.79",="95.37",
="JPY",="12/06/2013",="96.03",="97.02",="95.14",="96.02",
="JPY",="11/06/2013",="98.76",="99.06",="95.6",="96.03",
="JPY",="10/06/2013",="97.52",="99.28",="97.42",="98.76",
="JPY",="07/06/2013",="96.97",="97.78",="94.99",="97.56",
="JPY",="06/06/2013",="99.06",="99.47",="95.91",="96.97",
="JPY",="05/06/2013",="100.02",="100.46",="98.97",="99.06",
="JPY",="04/06/2013",="99.53",="100.42",="99.33",="100.03",
="JPY",="03/06/2013",="100.57",="100.72",="98.87",="99.53",
="JPY",="31/05/2013",="100.73",="101.28",="100.22",="100.45",
="JPY",="30/05/2013",="101.16",="101.8",="100.47",="100.73",
="JPY",="29/05/2013",="102.37",="102.53",="100.72",="101.16",
="JPY",="28/05/2013",="100.96",="102.5",="100.95",="102.37",
="JPY",="27/05/2013",="101.64",="101.84",="100.75",="100.96",
="JPY",="24/05/2013",="102.02",="102.59",="100.67",="101.31",
="JPY",="23/05/2013",="103.16",="103.57",="100.83",="102.02",
="JPY",="22/05/2013",="102.5",="103.74",="102.35",="103.16",
="JPY",="20/05/2013",="103.12",="103.15",="101.97",="102.27",
="JPY",="16/05/2013",="102.25",="102.68",="101.83",="102.26",
="JPY",="15/05/2013",="102.42",="102.76",="101.85",="102.25",
="JPY",="14/05/2013",="101.83",="102.43",="101.26",="102.42",
="JPY",="13/05/2013",="102.01",="102.15",="101.52",="101.82",
="JPY",="10/05/2013",="100.59",="101.98",="100.54",="101.62",
="JPY",="09/05/2013",="99.01",="100.79",="98.65",="100.59",
="JPY",="08/05/2013",="99",="99.15",="98.58",="99.01",
="JPY",="07/05/2013",="99.33",="99.44",="98.83",="99",
="JPY",="06/05/2013",="99.08",="99.45",="98.98",="99.33",
="JPY",="03/05/2013",="97.94",="99.27",="97.9",="98.99",
="JPY",="02/05/2013",="97.39",="98.39",="97.09",="97.94",
="JPY",="30/04/2013",="97.45",="97.68",="97.02",="97.39",
="JPY",="29/04/2013",="98.11",="98.2",="97.35",="97.76",
="JPY",="26/04/2013",="99.26",="99.42",="97.56",="98.05",
="JPY",="25/04/2013",="99.51",="99.56",="98.99",="99.26",
="JPY",="23/04/2013",="99.48",="99.76",="99.19",="99.51",
="JPY",="22/04/2013",="99.69",="99.9",="98.98",="99.23",
="JPY",="19/04/2013",="98.17",="99.69",="98.11",="99.52",
="JPY",="18/04/2013",="98.12",="98.53",="97.63",="98.17",
="JPY",="17/04/2013",="97.54",="98.43",="97.22",="98.12",
="JPY",="16/04/2013",="96.77",="98.16",="95.8",="97.54",
="JPY",="15/04/2013",="98.15",="98.71",="96.36",="96.77",
="JPY",="12/04/2013",="99.68",="99.81",="98.09",="98.37",
="JPY",="10/04/2013",="99.78",="99.95",="99.12",="99.68",
="JPY",="09/04/2013",="99.36",="99.66",="98.59",="99.02",
="JPY",="08/04/2013",="97.57",="99.39",="97.57",="99.36",
="JPY",="04/04/2013",="93.04",="96.41",="92.74",="96.34",
="JPY",="03/04/2013",="93.44",="93.69",="92.72",="93.04",
="JPY",="02/04/2013",="93.23",="93.56",="92.57",="93.44",
="JPY",="01/04/2013",="94.21",="94.38",="93.16",="93.23",
="JPY",="28/03/2013",="94.15",="94.3",="93.93",="94.22",
="JPY",="26/03/2013",="94.45",="94.91",="94.02",="94.46",
="JPY",="25/03/2013",="94.33",="94.96",="93.53",="94.17",
="JPY",="22/03/2013",="94.91",="95.13",="94.2",="94.46",
="JPY",="21/03/2013",="96.01",="96.11",="94.56",="94.9",
="JPY",="20/03/2013",="95.16",="96.13",="94.83",="96.01",
="JPY",="19/03/2013",="95.21",="95.75",="94.72",="95.16",
="JPY",="18/03/2013",="94.03",="95.6",="93.57",="95.21",
="JPY",="15/03/2013",="96.11",="96.28",="95.08",="95.28",
="JPY",="14/03/2013",="96.13",="96.59",="95.69",="96.11",
="JPY",="12/03/2013",="96.28",="96.71",="95.64",="96.08",
="JPY",="11/03/2013",="96",="96.36",="95.89",="96.28",
="JPY",="08/03/2013",="94.82",="96.55",="94.79",="96",
="JPY",="07/03/2013",="94.07",="95.09",="93.79",="94.82",
="JPY",="06/03/2013",="93.29",="94.12",="93",="94.07",
="JPY",="05/03/2013",="93.48",="93.54",="92.92",="93.29",
="JPY",="04/03/2013",="93.58",="93.73",="93.17",="93.48",
="JPY",="01/03/2013",="92.56",="93.68",="92.44",="93.59",
="JPY",="28/02/2013",="92.24",="92.85",="92.01",="92.56",
="JPY",="27/02/2013",="91.98",="92.44",="91.14",="92.24",
="JPY",="26/02/2013",="91.82",="92.75",="91.13",="91.98",
="JPY",="25/02/2013",="93.89",="94.77",="90.88",="91.82",
="JPY",="22/02/2013",="93.11",="93.52",="92.93",="93.42",
="JPY",="21/02/2013",="93.56",="93.87",="92.77",="93.11",
="JPY",="20/02/2013",="93.57",="94.04",="93.14",="93.57",
="JPY",="19/02/2013",="93.96",="93.97",="93.29",="93.57",
="JPY",="18/02/2013",="93.67",="94.22",="93.62",="93.96",
="JPY",="15/02/2013",="92.88",="93.84",="92.23",="93.5",
="JPY",="14/02/2013",="93.39",="93.71",="92.68",="92.88",
="JPY",="11/02/2013",="92.74",="94.46",="92.37",="94.32",
="JPY",="08/02/2013",="93.63",="93.74",="92.17",="92.68",
="JPY",="07/02/2013",="93.64",="93.92",="93.08",="93.63",
="JPY",="06/02/2013",="93.63",="94.06",="93.27",="93.64",
="JPY",="05/02/2013",="92.38",="93.66",="91.98",="93.63",
="JPY",="04/02/2013",="92.87",="93.18",="92.21",="92.38",
="JPY",="01/02/2013",="91.71",="92.97",="91.62",="92.77",
="JPY",="31/01/2013",="91.08",="91.78",="90.75",="91.71",
="JPY",="30/01/2013",="90.73",="91.41",="90.66",="91.08",
="JPY",="29/01/2013",="90.86",="91.02",="90.33",="90.73",
="JPY",="28/01/2013",="91.06",="91.26",="90.57",="90.86",
="JPY",="24/01/2013",="90.33",="91.19",="90.29",="90.91",
="JPY",="23/01/2013",="88.71",="88.79",="88.06",="88.61",
="JPY",="22/01/2013",="89.6",="90.13",="88.37",="88.71",
="JPY",="21/01/2013",="89.96",="90.25",="89.34",="89.6",
="JPY",="18/01/2013",="89.88",="90.21",="89.64",="90.1",
="JPY",="17/01/2013",="88.38",="90.13",="88.14",="89.88",
="JPY",="16/01/2013",="88.79",="88.87",="87.79",="88.38",
="JPY",="15/01/2013",="89.48",="89.63",="88.29",="88.79",
="JPY",="14/01/2013",="89.27",="89.67",="89.09",="89.48",
="JPY",="11/01/2013",="88.78",="89.45",="88.68",="89.18",
="JPY",="10/01/2013",="87.88",="88.79",="87.86",="88.78",
="JPY",="09/01/2013",="87.05",="88.02",="86.83",="87.88",
="JPY",="08/01/2013",="87.79",="87.83",="86.9",="87.05",
="JPY",="07/01/2013",="88.16",="88.38",="87.63",="87.79",
="JPY",="04/01/2013",="87.24",="88.41",="87.23",="88.15",
="JPY",="03/01/2013",="87.34",="87.36",="86.77",="87.24",
="JPY",="02/01/2013",="86.69",="87.35",="86.54",="87.34",
="JPY",="01/01/2013",="86.75",="86.89",="86.53",="86.7",
="JPY",="31/12/2012",="85.89",="86.79",="85.67",="86.75",
="JPY",="28/12/2012",="86.1",="86.64",="85.88",="85.96",
="JPY",="27/12/2012",="85.63",="86.15",="85.48",="86.1",
="JPY",="26/12/2012",="84.76",="85.73",="84.76",="85.63",
="JPY",="24/12/2012",="84.94",="84.96",="84.6",="84.77",
="JPY",="21/12/2012",="84.39",="84.45",="83.86",="84.24",
="JPY",="20/12/2012",="84.41",="84.45",="83.86",="84.39",
="JPY",="19/12/2012",="84.21",="84.62",="84.17",="84.41",
="JPY",="18/12/2012",="83.89",="84.27",="83.82",="84.21",
="JPY",="17/12/2012",="84.3",="84.48",="83.61",="83.89",
="JPY",="14/12/2012",="83.65",="83.96",="83.32",="83.52",
="JPY",="13/12/2012",="83.26",="83.67",="83.13",="83.65",
="JPY",="12/12/2012",="82.52",="83.3",="82.47",="83.26",
="JPY",="11/12/2012",="82.36",="82.58",="82.31",="82.52",
="JPY",="10/12/2012",="82.41",="82.64",="82.12",="82.36",
="JPY",="07/12/2012",="82.4",="82.83",="82.18",="82.49",
="JPY",="06/12/2012",="82.47",="82.62",="82.2",="82.4",
="JPY",="05/12/2012",="81.9",="82.48",="81.8",="82.47",
="JPY",="04/12/2012",="82.25",="82.29",="81.72",="81.9",
="JPY",="03/12/2012",="82.29",="82.51",="82",="82.25",
="JPY",="29/11/2012",="82.08",="82.22",="81.91",="82.12",
="JPY",="28/11/2012",="82.15",="82.21",="81.69",="82.08",
="JPY",="26/11/2012",="82.37",="82.62",="81.93",="82.08",
="JPY",="23/11/2012",="82.47",="82.51",="82.06",="82.4",
="JPY",="22/11/2012",="82.52",="82.84",="82.26",="82.48",
="JPY",="21/11/2012",="81.68",="82.55",="81.65",="82.52",
="JPY",="20/11/2012",="81.41",="81.76",="81.14",="81.68",
="JPY",="19/11/2012",="81.26",="81.59",="81.09",="81.41",
="JPY",="16/11/2012",="81.17",="81.44",="80.9",="81.32",
="JPY",="15/11/2012",="79.5",="79.64",="79.21",="79.38",
="JPY",="12/11/2012",="79.5",="79.64",="79.21",="79.38",
="JPY",="09/11/2012",="79.47",="79.61",="79.08",="79.49",
="JPY",="08/11/2012",="80",="80.02",="79.32",="79.47",
="JPY",="07/11/2012",="80.35",="80.42",="79.76",="80",
="JPY",="06/11/2012",="80.29",="80.45",="79.96",="80.35",
="JPY",="02/11/2012",="80.12",="80.68",="80.11",="80.43",
="JPY",="01/11/2012",="79.77",="80.21",="79.76",="80.12",
="JPY",="30/10/2012",="79.8",="80.14",="79.28",="79.63",
="JPY",="29/10/2012",="79.64",="79.85",="79.53",="79.8",
="JPY",="22/10/2012",="79.36",="79.96",="79.22",="79.94",
="JPY",="19/10/2012",="79.27",="79.43",="79.14",="79.32",
="JPY",="16/10/2012",="78.42",="78.86",="78.27",="78.65",
="JPY",="15/10/2012",="78.42",="78.86",="78.27",="78.65",
="JPY",="12/10/2012",="78.34",="78.54",="78.29",="78.44",
="JPY",="11/10/2012",="78.18",="78.59",="77.95",="78.34",
="JPY",="10/10/2012",="78.26",="78.37",="78.13",="78.18",
="JPY",="09/10/2012",="78.33",="78.43",="78.15",="78.26",
="JPY",="08/10/2012",="78.71",="78.76",="78.08",="78.33",
="JPY",="05/10/2012",="78.48",="78.87",="78.28",="78.67",
="JPY",="04/10/2012",="78.49",="78.72",="78.3",="78.48",
="JPY",="28/09/2012",="77.61",="78.11",="77.44",="77.96",
="JPY",="27/09/2012",="77.75",="77.76",="77.58",="77.61",
="JPY",="25/09/2012",="77.85",="77.94",="77.66",="77.8",
="JPY",="24/09/2012",="78.12",="78.28",="77.81",="77.85",
="JPY",="21/09/2012",="78.24",="78.37",="78.11",="78.17",
="JPY",="20/09/2012",="78.38",="78.46",="78.02",="78.24",
="JPY",="18/09/2012",="78.33",="78.93",="78.16",="78.71",
="JPY",="17/09/2012",="78.33",="78.93",="78.16",="78.71",
="JPY",="13/09/2012",="77.86",="77.89",="77.13",="77.49",
="JPY",="12/09/2012",="77.77",="77.97",="77.74",="77.86",
="JPY",="11/09/2012",="78.29",="78.29",="77.7",="77.77",
="JPY",="10/09/2012",="78.21",="78.33",="78.19",="78.29",
="JPY",="07/09/2012",="78.86",="79.02",="78.02",="78.24",
="JPY",="06/09/2012",="78.39",="79.03",="78.38",="78.86",
="JPY",="05/09/2012",="78.43",="78.54",="78.3",="78.39",
="JPY",="04/09/2012",="78.26",="78.47",="78.25",="78.43",
="JPY",="31/08/2012",="78.63",="78.66",="78.19",="78.39",
="JPY",="30/08/2012",="78.71",="78.75",="78.5",="78.63",
="JPY",="29/08/2012",="78.51",="78.79",="78.48",="78.71",
="JPY",="28/08/2012",="78.74",="78.77",="78.46",="78.51",
="JPY",="27/08/2012",="78.66",="78.84",="78.57",="78.74",
="JPY",="23/08/2012",="78.58",="78.7",="78.36",="78.49",
="JPY",="22/08/2012",="79.29",="79.38",="78.28",="78.58",
="JPY",="21/08/2012",="79.43",="79.53",="79.22",="79.29",
="JPY",="17/08/2012",="79.5",="79.66",="79.32",="79.43",
="JPY",="16/08/2012",="78.99",="79.41",="78.92",="79.35",
="JPY",="13/08/2012",="78.27",="78.38",="78.16",="78.32",
="JPY",="10/08/2012",="78.57",="78.64",="78.16",="78.28",
="JPY",="09/08/2012",="78.43",="78.79",="78.29",="78.57",
="JPY",="08/08/2012",="78.61",="78.66",="78.24",="78.43",
="JPY",="07/08/2012",="78.25",="78.74",="78.16",="78.61",
="JPY",="03/08/2012",="78.24",="78.77",="78.07",="78.47",
="JPY",="02/08/2012",="78.44",="78.54",="78.12",="78.24",
="JPY",="01/08/2012",="78.12",="78.5",="77.91",="78.44",
="JPY",="31/07/2012",="78.18",="78.31",="78.04",="78.12",
="JPY",="26/07/2012",="78.18",="78.28",="78.07",="78.16",
="JPY",="25/07/2012",="78.18",="78.28",="78.07",="78.16",
="JPY",="24/07/2012",="78.4",="78.41",="78.1",="78.18",
="JPY",="23/07/2012",="78.47",="78.61",="77.94",="78.4",
="JPY",="20/07/2012",="78.59",="78.81",="78.45",="78.49",
="JPY",="19/07/2012",="78.8",="78.82",="78.43",="78.59",
="JPY",="18/07/2012",="79.06",="79.16",="78.76",="78.8",
="JPY",="17/07/2012",="78.87",="79.17",="78.79",="79.06",
="JPY",="13/07/2012",="79.31",="79.39",="79.07",="79.18",
="JPY",="12/07/2012",="79.76",="79.95",="79.18",="79.31",
="JPY",="11/07/2012",="79.43",="79.79",="79.14",="79.76",
="JPY",="10/07/2012",="79.56",="79.6",="79.21",="79.43",
="JPY",="09/07/2012",="79.92",="80.02",="79.5",="79.66",
="JPY",="06/07/2012",="79.92",="80.02",="79.5",="79.66",
="JPY",="05/07/2012",="79.88",="80.1",="79.56",="79.92",
="JPY",="04/07/2012",="79.79",="79.89",="79.59",="79.88",
="JPY",="02/07/2012",="79.61",="79.98",="79.31",="79.51",
="JPY",="29/06/2012",="79.46",="79.99",="79.14",="79.79",
="JPY",="28/06/2012",="79.72",="79.76",="79.22",="79.46",
="JPY",="25/06/2012",="80.16",="80.62",="79.44",="79.66",
="JPY",="22/06/2012",="80.28",="80.57",="80.01",="80.43",
="JPY",="20/06/2012",="78.95",="79.7",="78.79",="79.54",
="JPY",="19/06/2012",="79.11",="79.14",="78.85",="78.95",
="JPY",="18/06/2012",="79.27",="79.33",="78.64",="79.11",
="JPY",="15/06/2012",="79.35",="79.51",="78.61",="78.73",
="JPY",="14/06/2012",="79.48",="79.49",="79.16",="79.35",
="JPY",="13/06/2012",="79.53",="79.75",="79.3",="79.48",
="JPY",="11/06/2012",="79.65",="79.83",="79.36",="79.44",
="JPY",="08/06/2012",="79.63",="79.75",="79.11",="79.49",
="JPY",="07/06/2012",="79.19",="79.8",="79.16",="79.63",
="JPY",="06/06/2012",="78.75",="79.28",="78.61",="79.19",
="JPY",="04/06/2012",="78.09",="78.45",="77.99",="78.34",
="JPY",="01/06/2012",="78.32",="78.71",="77.66",="78.02",
="JPY",="31/05/2012",="79.07",="79.13",="78.21",="78.32",
="JPY",="30/05/2012",="79.49",="79.57",="78.87",="79.07",
="JPY",="29/05/2012",="79.47",="79.64",="79.37",="79.49",
="JPY",="28/05/2012",="79.72",="79.73",="79.34",="79.47",
="JPY",="25/05/2012",="79.6",="79.82",="79.5",="79.68",
="JPY",="22/05/2012",="79.31",="80.15",="79.27",="79.96",
="JPY",="21/05/2012",="79.07",="79.45",="79.03",="79.31",
="JPY",="18/05/2012",="79.28",="79.46",="79",="79.02",
="JPY",="17/05/2012",="80.33",="80.4",="79.14",="79.28",
="JPY",="16/05/2012",="80.18",="80.55",="80.16",="80.33",
="JPY",="15/05/2012",="79.85",="80.33",="79.81",="80.18",
="JPY",="14/05/2012",="79.99",="80.19",="79.68",="79.85",
="JPY",="11/05/2012",="79.93",="79.99",="79.73",="79.93",
="JPY",="10/05/2012",="79.64",="80.02",="79.61",="79.93",
="JPY",="09/05/2012",="79.87",="79.94",="79.43",="79.64",
="JPY",="08/05/2012",="79.92",="80.08",="79.71",="79.87",
="JPY",="07/05/2012",="79.85",="80",="79.65",="79.92",
="JPY",="04/05/2012",="80.18",="80.39",="79.8",="79.85",
="JPY",="03/05/2012",="80.14",="80.55",="80.1",="80.18",
="JPY",="02/05/2012",="80.09",="80.61",="80.05",="80.14",
="JPY",="30/04/2012",="79.82",="80.3",="79.64",="80.09",
="JPY",="27/04/2012",="80.99",="81.45",="80.22",="80.27",
="JPY",="26/04/2012",="81.34",="81.42",="80.67",="80.99",
="JPY",="25/04/2012",="81.32",="81.69",="81.08",="81.34",
="JPY",="24/04/2012",="81.18",="81.39",="80.86",="81.32",
="JPY",="23/04/2012",="81.52",="81.67",="80.97",="81.18",
="JPY",="20/04/2012",="81.61",="81.78",="81.48",="81.52",
="JPY",="19/04/2012",="81.26",="81.74",="81.17",="81.61",
="JPY",="18/04/2012",="80.85",="81.57",="80.84",="81.26",
="JPY",="17/04/2012",="80.41",="80.93",="80.34",="80.85",
="JPY",="16/04/2012",="80.85",="81",="80.3",="80.41",
="JPY",="13/04/2012",="80.89",="81.2",="80.83",="80.93",
="JPY",="09/04/2012",="81.5",="81.67",="81.2",="81.49",
="JPY",="04/04/2012",="82.81",="82.94",="82.1",="82.46",
="JPY",="03/04/2012",="82.08",="82.99",="81.56",="82.81",
="JPY",="02/04/2012",="82.85",="83.3",="81.88",="82.08",
="JPY",="30/03/2012",="82.46",="82.89",="81.83",="82.87",
="JPY",="29/03/2012",="82.9",="82.97",="81.91",="82.46",
="JPY",="28/03/2012",="83.17",="83.22",="82.61",="82.9",
="JPY",="27/03/2012",="82.82",="83.39",="82.64",="83.17",
="JPY",="26/03/2012",="82.45",="83",="82.33",="82.82",
="JPY",="23/03/2012",="82.54",="82.95",="81.98",="82.35",
="JPY",="22/03/2012",="83.41",="83.47",="82.33",="82.54",
="JPY",="21/03/2012",="83.7",="84.1",="83.3",="83.41",
="JPY",="20/03/2012",="83.35",="83.83",="83.32",="83.7",
="JPY",="19/03/2012",="83.36",="83.57",="83.02",="83.35",
="JPY",="16/03/2012",="83.57",="83.94",="83.19",="83.43",
="JPY",="15/03/2012",="83.73",="84.18",="83.2",="83.57",
