Currency,Date,Open,High,Low,Close
="JPY",="22/03/2017",="111.73",="111.95",="110.75",="110.77",
="JPY",="21/03/2017",="112.56",="112.87",="111.69",="111.73",
="JPY",="20/03/2017",="112.76",="112.9",="112.46",="112.56",
="JPY",="17/03/2017",="113.33",="113.49",="112.57",="112.7",
="JPY",="16/03/2017",="114.56",="114.6",="112.91",="113.33",
="JPY",="15/03/2017",="114.67",="114.88",="114.43",="114.56",
="JPY",="14/03/2017",="114.76",="115.2",="114.52",="114.67",
="JPY",="10/03/2017",="114.84",="114.95",="114.48",="114.76",
="JPY",="09/03/2017",="114.61",="114.97",="114.27",="114.77",
="JPY",="08/03/2017",="114.04",="114.15",="113.73",="113.98",
="JPY",="07/03/2017",="114.04",="114.15",="113.73",="113.98",
="JPY",="03/03/2017",="114.5",="114.75",="113.81",="114.04",
="JPY",="02/03/2017",="113.66",="114.54",="113.47",="114.5",
="JPY",="01/03/2017",="111.94",="114.05",="111.91",="113.66",
="JPY",="28/02/2017",="112.27",="112.84",="111.69",="111.94",
="JPY",="27/02/2017",="112.14",="112.49",="111.92",="112.27",
="JPY",="23/02/2017",="112.73",="112.96",="111.94",="112.12",
="JPY",="22/02/2017",="113.54",="113.73",="112.91",="113.48",
="JPY",="20/02/2017",="113.15",="113.78",="113.09",="113.54",
="JPY",="17/02/2017",="113.36",="113.5",="112.62",="112.84",
="JPY",="16/02/2017",="114.22",="114.37",="113.13",="113.36",
="JPY",="15/02/2017",="114.41",="114.96",="113.87",="114.22",
="JPY",="14/02/2017",="113.77",="114.5",="113.25",="114.41",
="JPY",="13/02/2017",="113.3",="114.17",="113.06",="113.77",
="JPY",="10/02/2017",="113.15",="113.86",="112.86",="113.22",
="JPY",="09/02/2017",="111.76",="113.3",="111.74",="113.15",
="JPY",="08/02/2017",="111.93",="112.54",="111.63",="111.76",
="JPY",="07/02/2017",="112.07",="112.58",="111.6",="111.93",
="JPY",="06/02/2017",="112.44",="112.78",="111.99",="112.07",
="JPY",="03/02/2017",="112.75",="113.45",="112.32",="112.61",
="JPY",="02/02/2017",="113.47",="113.63",="112.06",="112.75",
="JPY",="01/02/2017",="113",="113.95",="112.44",="113.47",
="JPY",="31/01/2017",="113.6",="113.96",="112.08",="113",
="JPY",="30/01/2017",="115.08",="115.16",="113.45",="113.6",
="JPY",="27/01/2017",="115.08",="115.16",="114.27",="114.42",
="JPY",="25/01/2017",="113.67",="114.86",="113.05",="114.62",
="JPY",="23/01/2017",="114.37",="114.49",="112.76",="113.06",
="JPY",="20/01/2017",="115.41",="115.47",="114.21",="114.62",
="JPY",="19/01/2017",="113.41",="115.62",="113.41",="115.41",
="JPY",="18/01/2017",="112.94",="113.64",="112.57",="113.41",
="JPY",="17/01/2017",="114.11",="114.28",="112.68",="112.94",
="JPY",="16/01/2017",="114.66",="114.67",="113.63",="114.11",
="JPY",="13/01/2017",="114.04",="115.45",="114.01",="114.49",
="JPY",="12/01/2017",="115.38",="115.63",="113.76",="114.04",
="JPY",="11/01/2017",="115.84",="116.87",="115.25",="115.38",
="JPY",="10/01/2017",="116.17",="116.34",="115.2",="115.84",
="JPY",="09/01/2017",="116.9",="117.53",="115.96",="116.17",
="JPY",="06/01/2017",="115.41",="117.18",="115.07",="117.02",
="JPY",="05/01/2017",="117.38",="117.75",="115.22",="115.41",
="JPY",="04/01/2017",="117.44",="118.19",="117.06",="117.38",
="JPY",="03/01/2017",="117.39",="118.6",="117.22",="117.44",
="JPY",="02/01/2017",="116.94",="117.5",="116.75",="117.39",
="JPY",="29/12/2016",="117.54",="117.57",="116.23",="116.5",
="JPY",="28/12/2016",="117.46",="117.81",="117.37",="117.54",
="JPY",="27/12/2016",="117.13",="117.62",="117.02",="117.46",
="JPY",="26/12/2016",="117.39",="117.4",="117.01",="117.13",
="JPY",="23/12/2016",="117.58",="117.69",="117.18",="117.33",
="JPY",="22/12/2016",="117.59",="117.88",="117.27",="117.58",
="JPY",="21/12/2016",="117.79",="118.07",="117.11",="117.59",
="JPY",="20/12/2016",="116.72",="118.24",="116.67",="117.79",
="JPY",="19/12/2016",="117.9",="118.03",="116.55",="116.72",
="JPY",="16/12/2016",="117.91",="118.43",="117.47",="117.93",
="JPY",="15/12/2016",="115.16",="118.66",="115.12",="117.91",
="JPY",="14/12/2016",="115.28",="115.33",="114.77",="115.16",
="JPY",="13/12/2016",="114.98",="115.48",="114.74",="115.28",
="JPY",="12/12/2016",="115.27",="116.12",="114.85",="114.98",
="JPY",="09/12/2016",="114.19",="115.37",="113.94",="115.32",
="JPY",="08/12/2016",="113.78",="114.38",="113.13",="114.19",
="JPY",="07/12/2016",="113.91",="114.4",="113.42",="113.78",
="JPY",="06/12/2016",="113.42",="114.19",="113.16",="113.91",
="JPY",="05/12/2016",="113.57",="114.78",="112.88",="113.42",
="JPY",="02/12/2016",="114.5",="114.52",="113.33",="113.51",
="JPY",="01/12/2016",="114.13",="114.83",="113.84",="114.5",
="JPY",="30/11/2016",="112.67",="114.54",="112.06",="114.13",
="JPY",="29/11/2016",="112.35",="113.34",="111.63",="112.67",
="JPY",="28/11/2016",="113.09",="113.14",="111.36",="112.35",
="JPY",="25/11/2016",="113.38",="113.9",="112.56",="113.22",
="JPY",="24/11/2016",="112.54",="113.53",="112.35",="113.38",
="JPY",="23/11/2016",="111.04",="112.97",="110.86",="112.54",
="JPY",="22/11/2016",="111.1",="111.36",="110.27",="111.04",
="JPY",="21/11/2016",="110.93",="111.19",="110.47",="111.1",
="JPY",="18/11/2016",="109.87",="110.95",="109.76",="110.91",
="JPY",="17/11/2016",="109.2",="109.87",="108.56",="109.87",
="JPY",="16/11/2016",="108.85",="109.76",="108.79",="109.2",
="JPY",="15/11/2016",="108.08",="109.06",="107.77",="108.85",
="JPY",="11/11/2016",="106.69",="108.54",="106.51",="108.08",
="JPY",="10/11/2016",="105.36",="106.95",="104.97",="106.65",
="JPY",="09/11/2016",="105.09",="105.47",="101.2",="105.36",
="JPY",="07/11/2016",="103.17",="104.63",="103.13",="104.42",
="JPY",="04/11/2016",="116.5",="117.2",="116.05",="116.96",
="JPY",="03/11/2016",="103.33",="103.49",="102.55",="103.01",
="JPY",="02/11/2016",="104.2",="104.21",="103.07",="103.33",
="JPY",="01/11/2016",="104.99",="105.12",="104.15",="104.2",
="JPY",="28/10/2016",="104.71",="105.23",="104.27",="104.99",
="JPY",="26/10/2016",="104.25",="104.61",="104.02",="104.58",
="JPY",="25/10/2016",="104.23",="104.87",="104.12",="104.25",
="JPY",="24/10/2016",="103.85",="104.32",="103.72",="104.18",
="JPY",="21/10/2016",="103.85",="104",="103.82",="103.93",
="JPY",="20/10/2016",="103.27",="104.11",="103.27",="103.95",
="JPY",="19/10/2016",="103.84",="103.95",="103.17",="103.27",
="JPY",="18/10/2016",="103.92",="104.2",="103.68",="103.84",
="JPY",="17/10/2016",="104.18",="104.4",="103.91",="103.92",
="JPY",="14/10/2016",="103.63",="104.48",="103.45",="104.18",
="JPY",="13/10/2016",="104.38",="104.64",="103.33",="103.63",
="JPY",="10/10/2016",="103.46",="104.48",="103.18",="104.38",
="JPY",="07/10/2016",="103.96",="104.16",="102.86",="102.98",
="JPY",="06/10/2016",="103.51",="104.16",="103.35",="103.96",
="JPY",="05/10/2016",="102.95",="103.6",="102.66",="103.51",
="JPY",="04/10/2016",="101.53",="102.97",="101.53",="102.95",
="JPY",="03/10/2016",="101.35",="101.66",="101.18",="101.53",
="JPY",="30/09/2016",="101.15",="101.78",="100.75",="101.35",
="JPY",="29/09/2016",="100.58",="101.84",="100.56",="101.15",
="JPY",="27/09/2016",="100.34",="100.99",="100.09",="100.37",
="JPY",="26/09/2016",="101.05",="101.15",="100.28",="100.34",
="JPY",="23/09/2016",="101.05",="101.15",="100.71",="100.89",
="JPY",="22/09/2016",="100.72",="101",="100.1",="100.81",
="JPY",="21/09/2016",="101.67",="102.79",="100.54",="100.72",
="JPY",="20/09/2016",="101.74",="102.06",="101.54",="101.67",
="JPY",="19/09/2016",="102.24",="102.42",="101.58",="101.74",
="JPY",="16/09/2016",="102.26",="102.46",="101.74",="102.29",
="JPY",="15/09/2016",="102.49",="102.76",="101.94",="102.26",
="JPY",="14/09/2016",="102.2",="103.36",="102.2",="102.49",
="JPY",="12/09/2016",="100.46",="100.62",="100.3",="100.54",
="JPY",="09/09/2016",="102.46",="103.06",="101.97",="102.69",
="JPY",="08/09/2016",="101.83",="102.49",="101.41",="102.46",
="JPY",="07/09/2016",="102.15",="102.18",="101.21",="101.83",
="JPY",="06/09/2016",="103.43",="103.81",="101.93",="102.02",
="JPY",="02/09/2016",="103.97",="104.15",="103.15",="103.43",
="JPY",="01/09/2016",="103.28",="104",="103.06",="103.29",
="JPY",="31/08/2016",="103.03",="103.53",="102.86",="103.28",
="JPY",="30/08/2016",="102.16",="103.1",="101.76",="103.03",
="JPY",="29/08/2016",="101.86",="102.39",="101.84",="102.16",
="JPY",="26/08/2016",="101.86",="102.22",="101.84",="102.18",
="JPY",="25/08/2016",="100.46",="100.62",="100.3",="100.54",
="JPY",="24/08/2016",="100.22",="100.61",="100.1",="100.46",
="JPY",="23/08/2016",="100.33",="100.39",="99.94",="100.22",
="JPY",="22/08/2016",="100.43",="100.93",="100.21",="100.33",
="JPY",="19/08/2016",="100.03",="100.46",="99.85",="100.22",
="JPY",="18/08/2016",="100.32",="100.66",="99.65",="100.03",
="JPY",="16/08/2016",="100.33",="101.17",="100.15",="100.32",
="JPY",="12/08/2016",="101.18",="101.45",="100.87",="101.23",
="JPY",="11/08/2016",="101.34",="101.68",="101.03",="101.62",
="JPY",="10/08/2016",="101.95",="101.97",="100.97",="101.34",
="JPY",="09/08/2016",="102.57",="102.59",="101.81",="101.95",
="JPY",="08/08/2016",="101.73",="102.66",="101.72",="102.57",
="JPY",="05/08/2016",="101.13",="102.06",="100.87",="101.82",
="JPY",="04/08/2016",="101.34",="101.67",="100.86",="101.13",
="JPY",="03/08/2016",="100.76",="101.57",="100.68",="101.34",
="JPY",="02/08/2016",="102.24",="102.83",="100.68",="100.76",
="JPY",="01/08/2016",="102.06",="102.68",="102.01",="102.24",
="JPY",="29/07/2016",="104.86",="105.63",="101.97",="102.06",
="JPY",="28/07/2016",="105.69",="106.05",="104.49",="104.86",
="JPY",="27/07/2016",="104.79",="106.54",="104.6",="105.69",
="JPY",="26/07/2016",="106.15",="106.72",="105.84",="105.86",
="JPY",="25/07/2016",="106.15",="106.72",="105.84",="105.86",
="JPY",="22/07/2016",="105.83",="106.4",="105.57",="106.13",
="JPY",="21/07/2016",="106.69",="107.49",="105.42",="105.83",
="JPY",="20/07/2016",="106.1",="106.81",="105.83",="106.69",
="JPY",="19/07/2016",="106.15",="106.53",="105.65",="106.1",
="JPY",="18/07/2016",="105.17",="106.2",="105.16",="106.15",
="JPY",="15/07/2016",="105.32",="106.32",="104.64",="104.88",
="JPY",="14/07/2016",="104.29",="105.94",="103.98",="105.32",
="JPY",="13/07/2016",="104.91",="104.99",="103.91",="104.29",
="JPY",="12/07/2016",="102.76",="104.94",="102.45",="104.91",
="JPY",="11/07/2016",="100.43",="102.81",="100.31",="102.76",
="JPY",="08/07/2016",="100.67",="101.28",="100",="100.54",
="JPY",="07/07/2016",="101.43",="101.47",="100.6",="100.67",
="JPY",="06/07/2016",="101.52",="101.77",="100.2",="101.43",
="JPY",="04/07/2016",="102.53",="102.8",="102.43",="102.5",
="JPY",="01/07/2016",="103.19",="103.39",="102.44",="102.52",
="JPY",="30/06/2016",="102.72",="103.24",="102.36",="103.19",
="JPY",="29/06/2016",="101.83",="102.8",="101.56",="102.68",
="JPY",="28/06/2016",="101.83",="102.8",="101.56",="102.68",
="JPY",="27/06/2016",="102.16",="102.48",="101.41",="101.83",
="JPY",="24/06/2016",="105.74",="106.84",="99.02",="102.22",
="JPY",="23/06/2016",="104.48",="106.04",="104.04",="105.74",
="JPY",="22/06/2016",="104.62",="105.06",="104.32",="104.48",
="JPY",="21/06/2016",="104.24",="104.75",="103.58",="104.62",
="JPY",="20/06/2016",="104.29",="104.85",="104.19",="104.24",
="JPY",="17/06/2016",="104.36",="104.83",="104.08",="104.16",
="JPY",="16/06/2016",="105.94",="106.14",="103.55",="104.36",
="JPY",="15/06/2016",="106.08",="106.4",="105.79",="105.94",
="JPY",="14/06/2016",="106.13",="106.42",="105.63",="106.08",
="JPY",="13/06/2016",="106.85",="106.98",="105.74",="106.13",
="JPY",="09/06/2016",="106.8",="107.09",="106.26",="106.58",
="JPY",="08/06/2016",="107.43",="107.45",="106.59",="106.8",
="JPY",="07/06/2016",="106.94",="107.9",="106.84",="107.43",
="JPY",="06/06/2016",="106.44",="107.56",="106.38",="106.94",
="JPY",="03/06/2016",="108.73",="109.14",="106.51",="106.53",
="JPY",="02/06/2016",="109.66",="109.7",="108.53",="108.73",
="JPY",="01/06/2016",="110.68",="110.83",="109.05",="109.66",
="JPY",="31/05/2016",="111.14",="111.35",="110.61",="110.68",
="JPY",="30/05/2016",="110.39",="111.45",="110.32",="111.14",
="JPY",="27/05/2016",="109.8",="110.45",="109.48",="110.31",
="JPY",="26/05/2016",="110.21",="110.28",="109.42",="109.8",
="JPY",="25/05/2016",="109.99",="110.45",="109.87",="110.21",
="JPY",="24/05/2016",="109.36",="110.07",="109.11",="109.99",
="JPY",="23/05/2016",="110.11",="110.24",="109.33",="109.36",
="JPY",="20/05/2016",="109.79",="110.59",="109.77",="110.15",
="JPY",="19/05/2016",="109.73",="110.38",="109.59",="109.79",
="JPY",="18/05/2016",="109.04",="109.84",="108.72",="109.73",
="JPY",="17/05/2016",="108.97",="109.65",="108.84",="109.04",
="JPY",="16/05/2016",="108.58",="108.99",="108.47",="108.97",
="JPY",="13/05/2016",="108.95",="109.56",="108.52",="108.63",
="JPY",="11/05/2016",="109.28",="109.38",="108.44",="108.52",
="JPY",="10/05/2016",="108.41",="109.29",="108.28",="109.28",
="JPY",="09/05/2016",="107.13",="108.6",="107.03",="108.41",
="JPY",="06/05/2016",="107.28",="107.42",="106.44",="107.12",
="JPY",="05/05/2016",="107.08",="107.5",="106.81",="107.28",
="JPY",="04/05/2016",="106.31",="107.46",="106.13",="107.08",
="JPY",="03/05/2016",="106.44",="106.55",="105.55",="106.31",
="JPY",="02/05/2016",="106.31",="106.82",="106.14",="106.44",
="JPY",="29/04/2016",="108.34",="108.35",="106.28",="106.5",
="JPY",="28/04/2016",="111.31",="111.88",="107.92",="108.34",
="JPY",="27/04/2016",="111.39",="111.47",="111.03",="111.31",
="JPY",="26/04/2016",="111.23",="111.42",="110.67",="111.39",
="JPY",="25/04/2016",="111.7",="111.91",="110.84",="111.23",
="JPY",="22/04/2016",="109.51",="111.81",="109.26",="111.79",
="JPY",="21/04/2016",="109.68",="109.9",="109.33",="109.51",
="JPY",="20/04/2016",="109.13",="109.7",="108.76",="109.68",
="JPY",="19/04/2016",="108.85",="109.49",="108.74",="109.13",
="JPY",="18/04/2016",="108.23",="108.99",="107.77",="108.85",
="JPY",="15/04/2016",="109.21",="109.73",="108.6",="108.76",
="JPY",="14/04/2016",="109.21",="109.55",="108.9",="109.21",
="JPY",="13/04/2016",="108.76",="109.41",="108.44",="109.21",
="JPY",="12/04/2016",="108.01",="108.79",="107.87",="108.76",
="JPY",="11/04/2016",="108.21",="108.44",="107.63",="108.01",
="JPY",="08/04/2016",="108.15",="109.1",="108.04",="108.07",
="JPY",="07/04/2016",="109.72",="109.9",="107.67",="108.15",
="JPY",="06/04/2016",="110.25",="110.64",="109.55",="109.72",
="JPY",="05/04/2016",="111.18",="111.37",="109.95",="110.25",
="JPY",="04/04/2016",="111.74",="111.8",="111.12",="111.18",
="JPY",="01/04/2016",="112.5",="112.6",="111.59",="111.69",
="JPY",="31/03/2016",="112.54",="112.66",="112.11",="112.5",
="JPY",="30/03/2016",="112.99",="112.99",="112.02",="112.54",
="JPY",="29/03/2016",="113.36",="113.8",="112.87",="112.99",
="JPY",="28/03/2016",="113.12",="113.69",="113.05",="113.36",
="JPY",="25/03/2016",="112.72",="113.32",="112.71",="113.08",
="JPY",="24/03/2016",="112.53",="113.01",="112.3",="112.72",
="JPY",="23/03/2016",="112.38",="112.91",="112.14",="112.53",
="JPY",="22/03/2016",="111.79",="112.45",="111.38",="112.38",
="JPY",="21/03/2016",="111.53",="111.86",="111.22",="111.79",
="JPY",="18/03/2016",="111.36",="111.76",="110.82",="111.55",
="JPY",="17/03/2016",="113.7",="113.72",="110.67",="111.36",
="JPY",="16/03/2016",="113.01",="113.82",="113",="113.7",
="JPY",="15/03/2016",="113.78",="114.14",="112.63",="113.01",
="JPY",="14/03/2016",="113.79",="114.01",="113.51",="113.78",
="JPY",="11/03/2016",="112.84",="113.92",="112.71",="113.86",
="JPY",="10/03/2016",="113.09",="114.45",="112.61",="112.84",
="JPY",="09/03/2016",="112.55",="113.16",="112.23",="113.09",
="JPY",="08/03/2016",="113.56",="113.62",="112.43",="112.55",
="JPY",="07/03/2016",="113.88",="114.09",="113.4",="113.56",
="JPY",="04/03/2016",="113.51",="114.26",="113.13",="113.74",
="JPY",="03/03/2016",="113.76",="114.27",="113.22",="113.51",
="JPY",="02/03/2016",="114",="114.56",="113.68",="113.76",
="JPY",="01/03/2016",="112.93",="114.06",="112.16",="114",
="JPY",="29/02/2016",="113.79",="113.99",="112.67",="112.93",
="JPY",="26/02/2016",="112.67",="114",="112.56",="114",
="JPY",="25/02/2016",="111.4",="112.96",="111.35",="112.67",
="JPY",="24/02/2016",="112.18",="112.27",="111.04",="111.4",
="JPY",="23/02/2016",="113.04",="113.21",="111.78",="112.18",
="JPY",="22/02/2016",="112.7",="113.39",="112.36",="113.04",
="JPY",="19/02/2016",="113.47",="113.64",="112.31",="112.63",
="JPY",="18/02/2016",="114.22",="114.33",="113.46",="113.47",
="JPY",="17/02/2016",="113.9",="114.51",="113.38",="114.22",
="JPY",="16/02/2016",="114.66",="114.87",="113.6",="113.9",
="JPY",="15/02/2016",="113.15",="114.72",="113.08",="114.66",
="JPY",="12/02/2016",="112.05",="113.54",="111.67",="113.25",
="JPY",="11/02/2016",="114.15",="114.15",="110.99",="112.05",
="JPY",="10/02/2016",="114.84",="115.26",="113.73",="114.15",
="JPY",="09/02/2016",="115.64",="115.86",="114.21",="114.84",
="JPY",="08/02/2016",="116.97",="117.53",="115.18",="115.64",
="JPY",="05/02/2016",="116.82",="117.43",="116.3",="116.87",
="JPY",="04/02/2016",="117.75",="118.24",="116.67",="116.82",
="JPY",="03/02/2016",="120.16",="120.22",="117.52",="117.75",
="JPY",="02/02/2016",="121.04",="121.17",="120.09",="120.16",
="JPY",="01/02/2016",="121.15",="121.49",="120.68",="121.04",
="JPY",="29/01/2016",="118.77",="121.69",="118.5",="121.14",
="JPY",="28/01/2016",="118.9",="119.07",="118.42",="118.77",
="JPY",="27/01/2016",="118.56",="119",="118.04",="118.9",
="JPY",="26/01/2016",="118.56",="118.64",="117.66",="118.56",
="JPY",="25/01/2016",="118.74",="118.86",="118.17",="118.56",
="JPY",="22/01/2016",="117.68",="118.88",="117.27",="118.78",
="JPY",="21/01/2016",="116.48",="117.75",="116.4",="117.68",
="JPY",="20/01/2016",="117.45",="117.69",="115.98",="116.48",
="JPY",="19/01/2016",="117.36",="118.11",="117.23",="117.45",
="JPY",="18/01/2016",="116.89",="117.44",="116.57",="117.36",
="JPY",="15/01/2016",="118.1",="118.28",="116.51",="116.98",
="JPY",="14/01/2016",="118.06",="118.24",="117.29",="118.1",
="JPY",="13/01/2016",="117.7",="118.38",="117.38",="118.06",
="JPY",="12/01/2016",="117.37",="118.07",="117.2",="117.7",
="JPY",="11/01/2016",="117.42",="118.02",="116.7",="117.37",
="JPY",="08/01/2016",="117.97",="118.83",="117.22",="117.26",
="JPY",="07/01/2016",="118.61",="118.76",="117.33",="117.97",
="JPY",="06/01/2016",="118.99",="119.17",="118.25",="118.61",
="JPY",="05/01/2016",="119.41",="119.7",="118.79",="118.99",
="JPY",="04/01/2016",="120.26",="120.47",="118.7",="119.41",
="JPY",="01/01/2016",="120.2",="120.55",="120.13",="120.55",
="JPY",="31/12/2015",="120.61",="120.66",="120.01",="120.2",
="JPY",="30/12/2015",="120.42",="120.63",="120.34",="120.61",
="JPY",="29/12/2015",="120.35",="120.51",="120.24",="120.42",
="JPY",="28/12/2015",="120.26",="120.63",="120.14",="120.35",
="JPY",="25/12/2015",="120.3",="120.46",="120.05",="120.33",
="JPY",="24/12/2015",="120.91",="120.98",="120.25",="120.3",
="JPY",="23/12/2015",="121",="121.14",="120.83",="120.91",
="JPY",="22/12/2015",="121.13",="121.31",="120.73",="121",
="JPY",="21/12/2015",="121.19",="121.51",="120.84",="121.13",
="JPY",="18/12/2015",="122.63",="123.56",="121.06",="121.16",
="JPY",="17/12/2015",="121.85",="122.8",="121.38",="122.63",
="JPY",="16/12/2015",="121.76",="122.11",="121.59",="121.85",
="JPY",="15/12/2015",="120.71",="121.76",="120.58",="121.76",
="JPY",="14/12/2015",="120.98",="121.35",="120.35",="120.71",
="JPY",="11/12/2015",="121.45",="122.23",="120.58",="121.01",
="JPY",="10/12/2015",="121.4",="121.87",="121.08",="121.45",
="JPY",="09/12/2015",="122.95",="123.09",="121.39",="121.4",
="JPY",="08/12/2015",="123.25",="123.4",="122.72",="122.95",
="JPY",="07/12/2015",="123.19",="123.48",="123.14",="123.25",
="JPY",="04/12/2015",="122.76",="123.38",="122.3",="123.11",
="JPY",="03/12/2015",="123.52",="123.56",="122.67",="122.76",
="JPY",="02/12/2015",="122.92",="123.67",="122.77",="123.52",
="JPY",="01/12/2015",="123.15",="123.28",="122.64",="122.92",
="JPY",="30/11/2015",="122.63",="123.34",="122.59",="123.15",
="JPY",="27/11/2015",="122.58",="122.88",="122.31",="122.8",
="JPY",="26/11/2015",="122.68",="122.76",="122.5",="122.58",
="JPY",="25/11/2015",="122.43",="122.94",="122.26",="122.68",
="JPY",="24/11/2015",="122.9",="122.96",="122.36",="122.43",
="JPY",="23/11/2015",="122.8",="123.26",="122.73",="122.9",
="JPY",="20/11/2015",="122.85",="123.05",="122.73",="122.81",
="JPY",="19/11/2015",="123.5",="123.76",="122.62",="122.85",
="JPY",="18/11/2015",="123.4",="123.61",="123.22",="123.5",
="JPY",="17/11/2015",="123.18",="123.49",="123.16",="123.4",
="JPY",="16/11/2015",="122.39",="123.19",="122.23",="123.18",
="JPY",="13/11/2015",="122.77",="122.99",="122.44",="122.61",
="JPY",="12/11/2015",="122.96",="123.07",="122.63",="122.77",
="JPY",="11/11/2015",="123.14",="123.29",="122.74",="122.96",
="JPY",="10/11/2015",="123.14",="123.44",="122.98",="123.14",
="JPY",="09/11/2015",="123.13",="123.6",="122.98",="123.14",
="JPY",="06/11/2015",="121.79",="123.27",="121.62",="123.13",
="JPY",="05/11/2015",="121.57",="122",="121.39",="121.8",
="JPY",="04/11/2015",="121.05",="121.72",="120.94",="121.57",
="JPY",="03/11/2015",="120.72",="121.23",="120.6",="121.05",
="JPY",="02/11/2015",="120.66",="120.78",="120.26",="120.72",
="JPY",="30/10/2015",="121.1",="121.49",="120.28",="120.62",
="JPY",="29/10/2015",="120.52",="121.26",="120.07",="121.1",
="JPY",="28/10/2015",="120.38",="120.59",="120.25",="120.52",
="JPY",="27/10/2015",="120.99",="121.1",="120.16",="120.38",
="JPY",="26/10/2015",="121.45",="121.56",="120.61",="120.99",
="JPY",="23/10/2015",="120.66",="121.48",="120.23",="121.47",
="JPY",="22/10/2015",="119.96",="120.75",="119.62",="120.66",
="JPY",="21/10/2015",="119.85",="120.09",="119.76",="119.96",
="JPY",="20/10/2015",="119.46",="119.96",="119.38",="119.85",
="JPY",="19/10/2015",="119.5",="119.61",="119.14",="119.46",
="JPY",="16/10/2015",="118.41",="119.66",="118.41",="119.44",
="JPY",="15/10/2015",="119.18",="119.2",="118.07",="118.41",
="JPY",="14/10/2015",="119.76",="119.84",="119.07",="119.18",
="JPY",="13/10/2015",="119.93",="120.08",="119.55",="119.76",
="JPY",="12/10/2015",="120.24",="120.3",="119.9",="119.93",
="JPY",="09/10/2015",="119.91",="120.35",="119.68",="120.27",
="JPY",="08/10/2015",="119.94",="120.11",="119.63",="119.91",
="JPY",="07/10/2015",="120.27",="120.38",="119.75",="119.94",
="JPY",="06/10/2015",="120.46",="120.57",="120.11",="120.27",
="JPY",="05/10/2015",="119.94",="120.53",="119.87",="120.46",
="JPY",="02/10/2015",="119.75",="120.41",="118.68",="119.91",
="JPY",="01/10/2015",="119.66",="120.28",="119.5",="119.75",
="JPY",="30/09/2015",="119.69",="120.35",="119.54",="119.67",
="JPY",="29/09/2015",="119.8",="120.16",="119.25",="119.69",
="JPY",="28/09/2015",="120.55",="120.6",="119.7",="119.8",
="JPY",="25/09/2015",="119.59",="121.24",="119.53",="120.59",
="JPY",="24/09/2015",="120.2",="120.39",="119.23",="119.59",
="JPY",="23/09/2015",="119.97",="120.55",="119.63",="120.2",
="JPY",="22/09/2015",="120.3",="120.62",="119.7",="119.97",
="JPY",="21/09/2015",="119.75",="120.66",="119.73",="120.3",
="JPY",="18/09/2015",="120.95",="120.99",="119.06",="119.98",
="JPY",="17/09/2015",="120.67",="120.99",="120.35",="120.95",
="JPY",="16/09/2015",="120.36",="120.73",="120.11",="120.67",
="JPY",="15/09/2015",="120",="120.65",="119.4",="120.36",
="JPY",="14/09/2015",="120.55",="120.84",="119.85",="120",
="JPY",="11/09/2015",="120.6",="120.97",="120.36",="120.59",
="JPY",="10/09/2015",="121.08",="121.33",="119.98",="120.6",
="JPY",="09/09/2015",="119.8",="121.2",="119.78",="121.08",
="JPY",="08/09/2015",="119.33",="120.23",="118.86",="119.81",
="JPY",="07/09/2015",="118.96",="119.59",="118.76",="119.34",
="JPY",="04/09/2015",="120",="120.19",="118.61",="118.99",
="JPY",="03/09/2015",="120.14",="120.7",="119.64",="120",
="JPY",="02/09/2015",="119.79",="120.46",="119.22",="120.14",
="JPY",="01/09/2015",="121.25",="121.28",="119.54",="119.79",
="JPY",="31/08/2015",="121.65",="121.75",="120.88",="121.25",
="JPY",="28/08/2015",="121.23",="121.75",="120.52",="121.71",
="JPY",="27/08/2015",="119.35",="121.4",="119.29",="121.23",
="JPY",="26/08/2015",="119.93",="119.94",="118.45",="119.35",
="JPY",="25/08/2015",="119.19",="120.4",="118.26",="119.93",
="JPY",="24/08/2015",="122.13",="122.13",="116.18",="119.19",
="JPY",="21/08/2015",="123.45",="123.56",="121.82",="122.04",
="JPY",="20/08/2015",="124.07",="124.24",="123.42",="123.45",
="JPY",="19/08/2015",="124.37",="124.47",="124.04",="124.07",
="JPY",="18/08/2015",="124.36",="124.51",="124.18",="124.37",
="JPY",="17/08/2015",="124.28",="124.57",="124.21",="124.36",
="JPY",="14/08/2015",="124.41",="124.53",="124.06",="124.31",
="JPY",="13/08/2015",="123.96",="124.63",="123.93",="124.41",
="JPY",="12/08/2015",="125.13",="125.28",="123.79",="123.96",
="JPY",="11/08/2015",="124.57",="125.21",="124.45",="125.13",
="JPY",="10/08/2015",="124.16",="124.78",="124.12",="124.57",
="JPY",="07/08/2015",="124.6",="125.07",="124.1",="124.24",
="JPY",="06/08/2015",="124.89",="124.96",="124.54",="124.6",
="JPY",="05/08/2015",="123.97",="125.01",="123.93",="124.89",
="JPY",="04/08/2015",="123.87",="124.11",="123.8",="123.97",
="JPY",="03/08/2015",="124.03",="124.27",="123.86",="123.87",
="JPY",="31/07/2015",="124.34",="124.39",="123.52",="123.89",
="JPY",="30/07/2015",="123.81",="124.58",="123.55",="124.34",
="JPY",="29/07/2015",="123.59",="123.93",="123.33",="123.81",
="JPY",="28/07/2015",="123.21",="123.79",="123.08",="123.59",
="JPY",="27/07/2015",="123.79",="123.84",="123.01",="123.21",
